Crime ID,Month,Reported by,Falls within,Longitude,Latitude,Location,LSOA code,LSOA name,Outcome type
861ad30ac257d7c9c15e9635a562070ba298b80bec54c6ab5243d3c1dd24a2b8,2020-12,West Yorkshire Police,West Yorkshire Police,,,No location,,,Unable to prosecute suspect
f654daee36871859c53f48f0e2243f145d72bc44ff7a159a9bac2594341c7c12,2020-12,West Yorkshire Police,West Yorkshire Police,,,No location,,,Unable to prosecute suspect
82a2fcc29865971ba7d665a22fdc91554681713798854c93a12c4a59bab691d2,2020-12,West Yorkshire Police,West Yorkshire Police,,,No location,,,Investigation complete
54c62b364a2b566a2d5b0a7eafdbd562f8bfc85b8be3054bb94387d4156df428,2020-12,West Yorkshire Police,West Yorkshire Police,-1.727358,53.763028,On or near CEDAR CLOSE,E01010815,Bradford 057B,Unable to prosecute suspect
0033974011a0120b82f3599efa11e5da32942a3759a1ff1ff617be907c004b38,2020-12,West Yorkshire Police,West Yorkshire Police,-1.560364,53.797441,On or near A58,E01033008,Leeds 111A,Investigation complete
df1f9cfe3b6d242a2515d4eca427b590a2fdee5679af086262b5b9a071503d31,2020-12,West Yorkshire Police,West Yorkshire Police,,,No location,,,Investigation complete
6ba9ddfd059328535df3218c1de9af4da53fa41e8401cd2b88519d34c2027ef2,2020-12,West Yorkshire Police,West Yorkshire Police,,,No location,,,Unable to prosecute suspect
0f8272d780acfd12d5807b9ff832a9885c3aa2d867f6e2b3825d6af7a94c1d2b,2020-12,West Yorkshire Police,West Yorkshire Police,,,No location,,,Investigation complete
ebd7127c71576a281a702c9d834ca79286627fceb3523e43afa8275ed0937bd3,2020-12,West Yorkshire Police,West Yorkshire Police,,,No location,,,Investigation complete
05e03b7b4e40e2dc39d70834acb1d9d14ed6928faf3a120329e95e5ee444d419,2020-12,West Yorkshire Police,West Yorkshire Police,,,No location,,,Unable to prosecute suspect
f2f7793f51f0788f66b8b957fb67fd0d440a2b9c533b8f4dc610d833952716c5,2020-12,West Yorkshire Police,West Yorkshire Police,,,No location,,,Unable to prosecute suspect
2a430fdc038218923bbe53b9a064cb7c596ee89204e1aac549fe8cc4a5f8b1ee,2020-12,West Yorkshire Police,West Yorkshire Police,,,No location,,,Investigation complete
da704bbb16a879767dcd616e6fe40beef41f2eb6040be92a84e91a2a80f89441,2020-12,West Yorkshire Police,West Yorkshire Police,-1.658214,53.699700,On or near MOORSIDE ROAD,E01011025,Kirklees 016A,Unable to prosecute suspect
3b3f60695f25759c787d038d3da667bf6ba0d53a62746598e7ac50f191ecf6c3,2020-12,West Yorkshire Police,West Yorkshire Police,,,No location,,,Investigation complete
bc0803c5d3eef0ff32fc170758db925814cd681c0604dc08dd008b404d8b3a22,2020-12,West Yorkshire Police,West Yorkshire Police,,,No location,,,Investigation complete
2c6d42f0005a84232590b446a548317302438847110f2298157e998a59b49181,2020-12,West Yorkshire Police,West Yorkshire Police,,,No location,,,Investigation complete
5985bc4d0c22d82244a90d60af6b1da8ba9d5821ca173ecb9230db5c1ecb97bc,2020-12,West Yorkshire Police,West Yorkshire Police,,,No location,,,Suspect charged
0d4bcb8b5d7bc0277bbfd21e925b96fee11871aef9bc30e7cbe650ada16d7190,2020-12,West Yorkshire Police,West Yorkshire Police,,,No location,,,Unable to prosecute suspect
fbb293147fd27860dcbf18bb09f7a0d0769290a9f40bfc052e75560e86a8a878,2020-12,West Yorkshire Police,West Yorkshire Police,-1.562517,53.764095,On or near A653,E01011320,Leeds 091D,Investigation complete
1db6a3766d52726fd16504dd15910fdfe7c81b752b9d409daf7e69859c3b66a6,2020-12,West Yorkshire Police,West Yorkshire Police,,,No location,,,Investigation complete
e6fe9b7b17bfd603052ecdc05d6237bb8026f106c47d90cffb2e77894a078efe,2020-12,West Yorkshire Police,West Yorkshire Police,,,No location,,,Investigation complete
b48015da23dbe002adc03d7956d4987aa6081d3192c75a72cb9bbec3d412fa1e,2020-12,West Yorkshire Police,West Yorkshire Police,-1.740711,53.653699,On or near SUTTON AVENUE,E01011090,Kirklees 037A,Unable to prosecute suspect
8c4a102d66f1a3986168507ba8104d3c62230e43f86fc6d35fe8347d67bec0f1,2020-12,West Yorkshire Police,West Yorkshire Police,-1.636931,53.805589,On or near Parking Area,E01011334,Leeds 058B,Investigation complete
2123f3a5e707e975cf1fd7cf14407cfdfcab89913cbb5473050b4ce5886942e2,2020-12,West Yorkshire Police,West Yorkshire Police,,,No location,,,Investigation complete
cdae635f43d57b4d81c989a0a22f69c1fd4b00405e4f53284e9ee9b7fe1f46fd,2020-12,West Yorkshire Police,West Yorkshire Police,,,No location,,,Investigation complete
557c6a71db8f5373ab72e11bb039f9a101ef5524dff302ce704cf99f6cdd7652,2020-12,West Yorkshire Police,West Yorkshire Police,,,No location,,,Investigation complete
b231af3e94fa540a3f10238f5f513ae8f27f2fd0ecf47aba93c068f274489e69,2020-12,West Yorkshire Police,West Yorkshire Police,,,No location,,,Investigation complete
06a295d3151e5e5cd927f8e0ffc3e3e9498034d8164fadea772a811f7aa72bab,2020-12,West Yorkshire Police,West Yorkshire Police,,,No location,,,Investigation complete
6e680c86008a11a4305c746c6ed9ff7de8a0dbe2e5ad0f04c137b798120d310d,2020-12,West Yorkshire Police,West Yorkshire Police,,,No location,,,Unable to prosecute suspect
6fcc52d19073bbcd7b68ed45d66aff43d24aa4cd5e816711fb72a21ad128a840,2020-12,West Yorkshire Police,West Yorkshire Police,,,No location,,,Unable to prosecute suspect
f49b151e8f0daf6eeb969b90189327ae3bd9ca1f20d3b9c901a8e49f2367b39c,2020-12,West Yorkshire Police,West Yorkshire Police,,,No location,,,Investigation complete
e664a4be512d24aca22f63bbeadf5a7575c309c3cbe3216376a69d9e4c01d778,2020-12,West Yorkshire Police,West Yorkshire Police,,,No location,,,Investigation complete
84e8498687c1f0d90efbd4c744c990745514ad7d5ad057a69c6208f272d3e9ee,2020-12,West Yorkshire Police,West Yorkshire Police,,,No location,,,Investigation complete
9e753192aa8bb9f2855cf9986b4cb872e9123b949ecd62ea4b2cee54bde07f86,2020-12,West Yorkshire Police,West Yorkshire Police,,,No location,,,Investigation complete
f87daa8b521c26c0219297d149bda1e3c6a01f4ac214c208d9fa8b14ba44b353,2020-12,West Yorkshire Police,West Yorkshire Police,-1.765064,53.834544,On or near HALL LANE,E01010782,Bradford 020B,Unable to prosecute suspect
bd216c702b1cc3a2d80e2618cbce5fb7293e4d088c5c56858a58afcc1c61ca71,2020-12,West Yorkshire Police,West Yorkshire Police,,,No location,,,Investigation complete
eb2e8e482ba82573b2ed674b106150dd289d8c21dcd3e899cce31d9b14ce61d2,2020-12,West Yorkshire Police,West Yorkshire Police,,,No location,,,Further investigation is not in the public interest
0232be807176a796952f83abf49f20f19c7717e854107c3e0d03dde389a40be8,2020-12,West Yorkshire Police,West Yorkshire Police,,,No location,,,Investigation complete
089ba580859f9ff19e4afc4067341cc1f6affec729283b4cdcd1adfec6fc6daa,2020-12,West Yorkshire Police,West Yorkshire Police,-1.486915,53.752578,On or near MANOR ROAD,E01011632,Leeds 098D,Unable to prosecute suspect
70acf3d921e442bc8921094c0dc94382b4f7512506d33c9e00dd9602c45c665d,2020-12,West Yorkshire Police,West Yorkshire Police,-1.251783,53.707541,On or near GROVE LANE,E01011808,Wakefield 010C,Unable to prosecute suspect
3d7db92df1658ffb705722fe243d34be4dde9203cde42ac5e9211a22afb35488,2020-12,West Yorkshire Police,West Yorkshire Police,-1.803977,53.632418,On or near MOOR END ROAD,E01011084,Kirklees 047C,Unable to prosecute suspect
751c4626baa3093135d4965fe05c38607a58511be06687212f396b595df1b5a3,2020-12,West Yorkshire Police,West Yorkshire Police,,,No location,,,Unable to prosecute suspect
6a26743d5f7f94b9613b3cc210e47699325a0701b7a353fc7d39ff32c6f7c964,2020-12,West Yorkshire Police,West Yorkshire Police,,,No location,,,Unable to prosecute suspect
203ba2188f2ad4a38e48355764bd196099e197dab93b72d40a1bc4163eb0531d,2020-12,West Yorkshire Police,West Yorkshire Police,,,No location,,,Investigation complete
d743ba7071ced1b8667bd418739d0e60dc10076c3ca8669a1d6667f8af8e978d,2020-12,West Yorkshire Police,West Yorkshire Police,,,No location,,,Investigation complete
b7dd465356f3903b867ae96e80a3291d3d8f051f973f5fb8020091fc872cd92c,2020-12,West Yorkshire Police,West Yorkshire Police,,,No location,,,Unable to prosecute suspect
213f298a37a7feb7f9a1d6b8f5e9f6ed31cccb6f40c02500c70d5e9dfd4c7cc9,2020-12,West Yorkshire Police,West Yorkshire Police,-2.103615,53.708042,On or near BAR STREET,E01010985,Calderdale 013C,Investigation complete
952f21342e24d3435bd9a8b60f998952846738417496db92da49c1a76f34a0cf,2020-12,West Yorkshire Police,West Yorkshire Police,,,No location,,,Unable to prosecute suspect
e5eb70011beaaae3e2af4464db39c83d7e18318fe9680e3a5155039d4a8d3960,2020-12,West Yorkshire Police,West Yorkshire Police,,,No location,,,Unable to prosecute suspect
4ff56dd9335a79667988cfebb78ee3f3e5b441b53dd9c7ba088d21bfc26b1db9,2020-12,West Yorkshire Police,West Yorkshire Police,,,No location,,,Unable to prosecute suspect
15b3f7c8906eae309de8d4b7d1fb44c6293f495763d4aa932e319572a5dc443f,2020-12,West Yorkshire Police,West Yorkshire Police,,,No location,,,Investigation complete
461ec70321277aaf4e5bb7314d7e8fb34cdba5696dfc8c5928e3133a1343c859,2020-12,West Yorkshire Police,West Yorkshire Police,,,No location,,,Unable to prosecute suspect
035e1ae1f640d1a6f909b7a6d1bc9a00442f604f4db865cf83118f78e3ad2e36,2020-12,West Yorkshire Police,West Yorkshire Police,,,No location,,,Unable to prosecute suspect
14c37f027d8fe90868557e0e96ed7028dec3eeeb56eb0ad54db14c0ead90781f,2020-12,West Yorkshire Police,West Yorkshire Police,,,No location,,,Unable to prosecute suspect
c29bd10ea17ad9c9758eff4121b0959ade134d15ef6096ef8660d3bd637af6c5,2020-12,West Yorkshire Police,West Yorkshire Police,,,No location,,,Investigation complete
ae99dd87dfd4c66ab6b0d1103b65d64e79acf774b464f74967516c4e19f6e76b,2020-12,West Yorkshire Police,West Yorkshire Police,,,No location,,,Investigation complete
d6b807d2aa95a3ca26e770e31622a08156fa21f92fcd7b1079019f743d5bbfbb,2020-12,West Yorkshire Police,West Yorkshire Police,,,No location,,,Unable to prosecute suspect
05344f9c52a8cd028e4e73aa223207ab7da1561c51f57dc3933e0b3ff80b4d19,2020-12,West Yorkshire Police,West Yorkshire Police,,,No location,,,Unable to prosecute suspect
39661f4abf5511f4ad7bec4c50bc79a4746407caad53a268c55d1c0f1f8032cf,2020-12,West Yorkshire Police,West Yorkshire Police,,,No location,,,Unable to prosecute suspect
4b55f633414cbde9d6c1554a40cb35adfa12bae776c5629f526906bf090bf129,2020-12,West Yorkshire Police,West Yorkshire Police,,,No location,,,Unable to prosecute suspect
d2ee5e19aad9ba9761eb5f6d17717a76cf1b9fe6e7de05dac8b422fccd126133,2020-12,West Yorkshire Police,West Yorkshire Police,,,No location,,,Unable to prosecute suspect
bf834d1d6b4eeafaec65431b1eeae0f5252e368ffa6715d41972575dfee0ae1d,2020-12,West Yorkshire Police,West Yorkshire Police,,,No location,,,Unable to prosecute suspect
91d321a8da26d5bd2d6d2ff6d0c04f7d1e04301f1c92471d0a02ef8860b74aea,2020-12,West Yorkshire Police,West Yorkshire Police,,,No location,,,Investigation complete
53f7feada5529892017c611a4c3ae13ad8fe64ff85f6df98c94146f8d1ffa66f,2020-12,West Yorkshire Police,West Yorkshire Police,,,No location,,,Unable to prosecute suspect
22e0688e03035e361353defb374bc503ff4aa7713f931728965f0fe601ffe9ba,2020-12,West Yorkshire Police,West Yorkshire Police,,,No location,,,Unable to prosecute suspect
a101865863e5be037419a26ce01e5b142453e921842cf8f6a1aebb58458954c3,2020-12,West Yorkshire Police,West Yorkshire Police,,,No location,,,Investigation complete
71875204152b656cf25c7381af83efbb83d503bc5fc310639b19692c6eddf250,2020-12,West Yorkshire Police,West Yorkshire Police,,,No location,,,Unable to prosecute suspect
a7f4a9e6fd52524ce4d6c02991aa4ab8597717fd8cf6489999ba97d38a4e9e34,2020-12,West Yorkshire Police,West Yorkshire Police,,,No location,,,Investigation complete
23b9e8c39e111d18d109677a014e763f243a51ef4e99b4fe148898fd43cd8668,2020-12,West Yorkshire Police,West Yorkshire Police,,,No location,,,Unable to prosecute suspect
7ba738ce319b6817303296d6fd1d31f710ca89223823c9a9120f6a595e4be17b,2020-12,West Yorkshire Police,West Yorkshire Police,,,No location,,,Unable to prosecute suspect
bcfba498cc6dd040f356dcf8169699b240aa1b34ad12cca43a8b58e69a4e454a,2020-12,West Yorkshire Police,West Yorkshire Police,,,No location,,,Unable to prosecute suspect
d98b52c948bfc32c767fbcbde9d7d8cc6c60257c0ad00779b27be58b77399b54,2020-12,West Yorkshire Police,West Yorkshire Police,-1.774373,53.841141,On or near VALLEY VIEW,E01010571,Bradford 016C,Unable to prosecute suspect
9f459c0f331f87a050d682f5a3d33191754bebdc3289da817ff4a4e7f8bd9001,2020-12,West Yorkshire Police,West Yorkshire Police,-1.518851,53.803277,On or near FRASER STREET,E01011349,Leeds 065D,Unable to prosecute suspect
58b62d86a6f652fa0cc10f8484cfdbd85b3112f1da8fb800952c544b01dfa85e,2020-12,West Yorkshire Police,West Yorkshire Police,,,No location,,,Investigation complete
5b75b3947d47cc3c6c991cc91a4af190dcad8dc692a016cc2fdaf18158e013ef,2020-12,West Yorkshire Police,West Yorkshire Police,,,No location,,,Investigation complete
93c0079c9872137e27b63dbe6d720b5cc68c7536982f9ee9519aca6044727f83,2020-12,West Yorkshire Police,West Yorkshire Police,-1.912490,53.861534,On or near KING STREET,E01010711,Bradford 011A,Unable to prosecute suspect
0d74274549e6557aac6f3f6d0fe5930f075423035ad54b7a827fc5bd16709524,2020-12,West Yorkshire Police,West Yorkshire Police,,,No location,,,Unable to prosecute suspect
ba5d3ee744875fa16cea0feae4023073bb0a7d48ef113491e37d50d4410551b8,2020-12,West Yorkshire Police,West Yorkshire Police,,,No location,,,Investigation complete
d51d51e4fdde17a8711110969804b5d541aa07bb099ae3601d535c8f731f4dc1,2020-12,West Yorkshire Police,West Yorkshire Police,,,No location,,,Investigation complete
c114142b139ce89feb2a23a18bee93939568525d1f999ca9cabfcbb74fab46e6,2020-12,West Yorkshire Police,West Yorkshire Police,,,No location,,,Investigation complete
bdf04a38125f2f18054abd6a9f4233c7ba646c6943ba7e944e5fded0c890eff8,2020-12,West Yorkshire Police,West Yorkshire Police,,,No location,,,Investigation complete
905e378c7fe4cf12b47e5466e59d3a3e74eff51aa37d2c8bd6361f3f4bbea303,2020-12,West Yorkshire Police,West Yorkshire Police,,,No location,,,Investigation complete
6eeeb090cb8c6ab0a428673ad63a9eb636269c250c04c4e44643e76d88608b12,2020-12,West Yorkshire Police,West Yorkshire Police,-1.539480,53.795494,On or near ASSEMBLY STREET,E01033011,Leeds 111C,Unable to prosecute suspect
3c33efec81ccb4b369d37ba7e0f1ce45d79e968f90916f7ab1535aa029c4b0e7,2020-12,West Yorkshire Police,West Yorkshire Police,-1.508456,53.837857,On or near LIDGETT PARK MEWS,E01011655,Leeds 020D,Investigation complete
c51c8f25b26b5cd3ef6c95282b6be11cdbbffdbe38b4933c0db6d5b85422a23e,2020-12,West Yorkshire Police,West Yorkshire Police,,,No location,,,Investigation complete
f3beed2be95cf52ed92a826150a4e661bebafa61b8b800d3071b1cd3c1967d9e,2020-12,West Yorkshire Police,West Yorkshire Police,,,No location,,,Investigation complete
b2501419d5a101e6c198654aaf817db2bc90d1ac8db8865f6b9090b10d8e4263,2020-12,West Yorkshire Police,West Yorkshire Police,,,No location,,,Investigation complete
9f510d98fd8d7bbd5bf46ad14a118de35f51abdd028528e8c420e6c81aff59dc,2020-12,West Yorkshire Police,West Yorkshire Police,-1.674882,53.706622,On or near CROFT STREET,E01011158,Kirklees 015B,Suspect charged
b5b43eb9b67d150bacc4bf950e1935f9c380bfe15ad58800fb5a1f11e0a323ba,2020-12,West Yorkshire Police,West Yorkshire Police,,,No location,,,Suspect charged
1513419caa6f012dfe87a04bedf478195d5bcbe2225522cbdd3ff1457094ebe0,2020-12,West Yorkshire Police,West Yorkshire Police,,,No location,,,Local resolution
ba18dc2f416ae41d903c07f7b4796697aacf34ff7413405c2f49be463222ac95,2020-12,West Yorkshire Police,West Yorkshire Police,,,No location,,,Suspect charged
67612b1c5faf224bc1aa5a2fc5b34acc464e0d1532ee2cd2c1752c0eb48889ed,2020-12,West Yorkshire Police,West Yorkshire Police,,,No location,,,Suspect charged
5985bc4d0c22d82244a90d60af6b1da8ba9d5821ca173ecb9230db5c1ecb97bc,2020-12,West Yorkshire Police,West Yorkshire Police,,,No location,,,Suspect charged
a53e517bf7165a10139ef31fa6464e4fe0fbe8fb6593c9d501619ead8d5d25da,2020-12,West Yorkshire Police,West Yorkshire Police,,,No location,,,Local resolution
56423279f25857ec38e3215cd7bc11ab95d99cb47389db4114080e03c1d4fb0b,2020-12,West Yorkshire Police,West Yorkshire Police,,,No location,,,Suspect charged
f0a03b97925b6ae57a8bfe44862d3905503e5c56bda5b7a027678a6f23e71530,2020-12,West Yorkshire Police,West Yorkshire Police,,,No location,,,Suspect charged
942e05a51a041c216063f5401ef285c66253cec74642ab0ac7f31411043a3ca6,2020-12,West Yorkshire Police,West Yorkshire Police,,,No location,,,Suspect charged
b36ac21725c5ea0234acae3b31b731ef5a464e428bebdae28d8729ff6b1e0852,2020-12,West Yorkshire Police,West Yorkshire Police,,,No location,,,Suspect charged
8e559a3d22b9a7c790004def88e3913cf8a539dcd09ebbc401499ca5760216ef,2020-12,West Yorkshire Police,West Yorkshire Police,,,No location,,,Local resolution
81c1afe137d1a1f565c92ab75a8fa13d0892f5ce1090952ac02fea828e450415,2020-12,West Yorkshire Police,West Yorkshire Police,-1.888050,53.863761,On or near BACK AIREVIEW TERRACE,E01010703,Bradford 008D,Suspect charged
97965a49420afce3a2abcc1a213d714b43b4fc8c80485e7d4401c4aa33dbcd2d,2020-12,West Yorkshire Police,West Yorkshire Police,-1.460670,53.821968,On or near Supermarket,E01011661,Leeds 035D,Suspect charged
16365114fee27eb1de55c37e87a23b4f03939d86ff60945ebc3d6563123599a9,2020-12,West Yorkshire Police,West Yorkshire Police,,,No location,,,Suspect charged
c2db5370b620c07eb8f7eed23f35df2c48cf7627a6136b2720baf26d4f966ae3,2020-12,West Yorkshire Police,West Yorkshire Police,-1.789914,53.659745,On or near ROSEBERY STREET,E01011043,Kirklees 031B,Offender given a caution
9bae1f15f89af38e1aa7ad570a350b772be7f4a35dbe1471bf4881aa7e09af24,2020-12,West Yorkshire Police,West Yorkshire Police,,,No location,,,Suspect charged
b30351a7f9db743db50ca00da77f09a57d401705a6c36f295d688b4f0844b44f,2020-12,West Yorkshire Police,West Yorkshire Police,,,No location,,,Offender given a caution
12e62fa95ad8836119e19248e8207e8c8e99e4cfcdc95d436056e8409edf9daa,2020-12,West Yorkshire Police,West Yorkshire Police,-1.345721,53.714617,On or near GRAFTON STREET,E01011749,Wakefield 005B,Suspect charged
bfb500604f41f80a42b114fb260d483ce18cd078649e832a84131e9c246159ce,2020-12,West Yorkshire Police,West Yorkshire Police,-1.522081,53.801007,On or near ST STEPHEN'S COURT,E01011349,Leeds 065D,Local resolution
f7aca22d155312ec0a1d484362669167c4ca8f34bf974e428e67fce17d6b52f3,2020-12,West Yorkshire Police,West Yorkshire Police,-1.656233,53.727243,On or near ARTHUR GROVE,E01011027,Kirklees 006A,Local resolution
6110d1483779c5338e319e9cbf1a9c428acc3ba948c7dc9a7715f61aa98739d5,2020-12,West Yorkshire Police,West Yorkshire Police,-1.768203,53.764012,On or near CRAWFORD AVENUE,E01010748,Bradford 056C,Local resolution
3a0a0ddb49b664b868f3d958dac943eb2f758d720c2aedb76745e4fc4800683f,2020-12,West Yorkshire Police,West Yorkshire Police,-1.468707,53.646222,On or near WOODFIELD PARK,E01011941,Wakefield 038B,Suspect charged
d27f9704ba2990cf33499bc445b1ec69be299c811c1779a0153288f7097c93ad,2020-12,West Yorkshire Police,West Yorkshire Police,-1.644411,53.817026,On or near ROSS GROVE,E01011330,Leeds 051C,Suspect charged
b001816fb5f2eb6497418db5ac4e7af7e4b49655a2375db2e75c2ce18e4d150c,2020-12,West Yorkshire Police,West Yorkshire Police,-1.770228,53.734823,On or near TOFTS AVENUE,E01010873,Bradford 061F,Local resolution
399190ce6d44a3eaa32c62cfb32f524cc438bf9a1cd987d97aafed47b16288c1,2020-12,West Yorkshire Police,West Yorkshire Police,-1.259204,53.701592,On or near HAWTHORN AVENUE,E01011811,Wakefield 011E,Suspect charged
9e9c98dc96f21d3d7d6fa4671e7d662aa22b5626049ab8d2b5a79395fa5f4506,2020-12,West Yorkshire Police,West Yorkshire Police,-1.769261,53.803427,On or near LABURNUM PLACE,E01010842,Bradford 039E,Suspect charged
0f643dd36e8147e358c514fcacdba57766976b76fa5243a5124a205543023555,2020-12,West Yorkshire Police,West Yorkshire Police,-1.657760,53.813497,On or near FERNBANK DRIVE,E01011328,Leeds 052B,Offender given a caution
5c05a7794d3facf2e74cb65e7c9e68a2b18860902b588f918582ea1e00f00942,2020-12,West Yorkshire Police,West Yorkshire Police,-1.657760,53.813497,On or near FERNBANK DRIVE,E01011328,Leeds 052B,Offender given a caution
b2133a1b5f32fc1a8ffa3c54ac95e4d7812d3ba3e501df737d2a807ecb313497,2020-12,West Yorkshire Police,West Yorkshire Police,-1.255982,53.699631,On or near HAZEL ROAD,E01011811,Wakefield 011E,Local resolution
d5921db5cf2b6bb43796f3c33fb22935907a8f0069d57aa78388793df364537b,2020-12,West Yorkshire Police,West Yorkshire Police,-1.497507,53.790157,On or near NEVILLE APPROACH,E01011621,Leeds 070D,Suspect charged
c15392d655b74eb0e4e58149459cc2acd304540ac004f46132eb3ecdf14304a5,2020-12,West Yorkshire Police,West Yorkshire Police,-1.485936,53.694879,On or near Hospital,E01011884,Wakefield 017A,Suspect charged
2367befaa03af01705c321b38aaf0929e027918766f92ad7e41792ca5ca11c72,2020-12,West Yorkshire Police,West Yorkshire Police,-1.355342,53.682967,On or near RHYL STREET,E01011778,Wakefield 024D,Offender given a caution
2367befaa03af01705c321b38aaf0929e027918766f92ad7e41792ca5ca11c72,2020-12,West Yorkshire Police,West Yorkshire Police,-1.355342,53.682967,On or near RHYL STREET,E01011778,Wakefield 024D,Suspect charged
2367befaa03af01705c321b38aaf0929e027918766f92ad7e41792ca5ca11c72,2020-12,West Yorkshire Police,West Yorkshire Police,-1.355342,53.682967,On or near RHYL STREET,E01011778,Wakefield 024D,Offender given a caution
92ad6445800836b8b6cc0c2ce345249e29fe56a468501a2dfd598ab5b1fb4d31,2020-12,West Yorkshire Police,West Yorkshire Police,-1.486879,53.805383,On or near BRECON APPROACH,E01011346,Leeds 060D,Suspect charged
984f5b4560263fdd8ea4befe732a1ffba1bc1f806ab2e3f403ae77117e868883,2020-12,West Yorkshire Police,West Yorkshire Police,-1.467725,53.813011,On or near MARDALE CRESCENT,E01011667,Leeds 050D,Suspect charged
c5a5338202501d4a4001142ca24a13225f5e4440206944915d7621454e907fc0,2020-12,West Yorkshire Police,West Yorkshire Police,-1.791174,53.628316,On or near CLOSE HILL LANE,E01011224,Kirklees 048A,Suspect charged
736568faf2c36ec9a4c0693212ed6cc7ed80e813fbb6817bf779b4c9f507f415,2020-12,West Yorkshire Police,West Yorkshire Police,-1.923930,53.866575,On or near GUARD HOUSE AVENUE,E01010724,Bradford 009E,Suspect charged
572b878653543b84e8db4a31a703a5fd0383bdc441ac531d713d9d0ad9429957,2020-12,West Yorkshire Police,West Yorkshire Police,-1.410787,53.700321,On or near GRANVILLE STREET,E01011821,Wakefield 013D,Offender given a caution
6e28edbdb106240f03912347118e5735d947d083fb329cfd82347153e5ce0cb2,2020-12,West Yorkshire Police,West Yorkshire Police,-1.517073,53.761116,On or near MIDDLECROFT ROAD,E01011469,Leeds 094B,Suspect charged
7a5e69d842258cc3a86ed4e05de0c7482db70a48eaac564e82c9f7d5f5e70b69,2020-12,West Yorkshire Police,West Yorkshire Police,-1.576096,53.795539,On or near Prison,E01011294,Leeds 071D,Suspect charged
395b30fba0d8d8f54f0965476bf07907830a0a05825f98d2810bf869efd349c3,2020-12,West Yorkshire Police,West Yorkshire Police,-1.402920,53.622533,On or near SOUTH STREET,E01011786,Wakefield 040D,Offender given a caution
54b29bd220af7d53d4340f747128a795b0e286775f2d57ebb7a9dde57d06e394,2020-12,West Yorkshire Police,West Yorkshire Police,-1.303872,53.724654,On or near KENDAL DRIVE,E01011740,Wakefield 001A,Suspect charged
94ec6ebedb4a7e0f55552f5023b52e05cd194b639813a5a022c31ee9b9b9acd4,2020-12,West Yorkshire Police,West Yorkshire Police,-1.842050,53.852412,On or near BAILEY HILLS ROAD,E01010578,Bradford 015A,Suspect charged
99905bc145d65e105b009577eb3b35c785d17219cd5581a737c71be59a7200c7,2020-12,West Yorkshire Police,West Yorkshire Police,-1.613569,53.827932,On or near HAWKSWOOD PLACE,E01032494,Leeds 033G,Suspect charged
740e91115438818738a433e6b6c95a6912926d0bbb219e851078bf91e9a662b2,2020-12,West Yorkshire Police,West Yorkshire Police,-1.641719,53.719363,On or near VICTORIA STREET,E01011029,Kirklees 010B,Suspect charged
740e91115438818738a433e6b6c95a6912926d0bbb219e851078bf91e9a662b2,2020-12,West Yorkshire Police,West Yorkshire Police,-1.641719,53.719363,On or near VICTORIA STREET,E01011029,Kirklees 010B,Suspect charged
03b48ae269a4c8beee5a86c7cc9f19632abc32e2735c920538c81b11587a2ac9,2020-12,West Yorkshire Police,West Yorkshire Police,-1.778806,53.827649,On or near BARGRANGE AVENUE,E01010789,Bradford 025A,Suspect charged
03b48ae269a4c8beee5a86c7cc9f19632abc32e2735c920538c81b11587a2ac9,2020-12,West Yorkshire Police,West Yorkshire Police,-1.778806,53.827649,On or near BARGRANGE AVENUE,E01010789,Bradford 025A,Suspect charged
d868345d6f811df6fbb86287b72dae4933d9736a5acd1d1c9629c8bf184ee731,2020-12,West Yorkshire Police,West Yorkshire Police,-1.517073,53.761116,On or near MIDDLECROFT ROAD,E01011469,Leeds 094B,Suspect charged
e75eb4b2723ce08796981a5cf7e56308ea968726b7d0eff455bdd23096dfa908,2020-12,West Yorkshire Police,West Yorkshire Police,-1.517073,53.761116,On or near MIDDLECROFT ROAD,E01011469,Leeds 094B,Suspect charged
65d0af0abbec69690806b8d386dda86f76e63fd22445b73bf639694329bc5478,2020-12,West Yorkshire Police,West Yorkshire Police,-1.708505,53.821765,On or near PANELAGH AVENUE,E01010654,Bradford 027C,Suspect charged
299963b2c08f1127b78dac314ed7ba6246ad1f5acaf9bbd283c39b9e6b1690bb,2020-12,West Yorkshire Police,West Yorkshire Police,-1.813385,53.556482,On or near HOLLIN BRIGG LANE,E01011182,Kirklees 058B,Suspect charged
2d259968c9740cd71f9eb28c2ad92e8fbff3364797c70e4b8246848163c3f6d3,2020-12,West Yorkshire Police,West Yorkshire Police,-1.791952,53.756029,On or near RAINBOW MEWS,E01010874,Bradford 059H,Suspect charged
34b94d63a40a05b8cee9ed29816a5be9a596ad2713f35847ea8785bbcc2d5152,2020-12,West Yorkshire Police,West Yorkshire Police,-1.512685,53.811234,On or near DARFIELD ROAD,E01011432,Leeds 053B,Suspect charged
34b94d63a40a05b8cee9ed29816a5be9a596ad2713f35847ea8785bbcc2d5152,2020-12,West Yorkshire Police,West Yorkshire Police,-1.512685,53.811234,On or near DARFIELD ROAD,E01011432,Leeds 053B,Suspect charged
3fa262a66ea813f6c7a6e11d0f604a23f998c7aa5fe87c014fd3e9c0865ff0c2,2020-12,West Yorkshire Police,West Yorkshire Police,-1.937232,53.716071,On or near JOHN NAYLOR LANE,E01010922,Calderdale 020A,Suspect charged
